,name,PC1,PC2,PC3,PC4,PC5,corDist,description,MaxDist,MeanDist,MaxDist/MeanDist,Gene_Symbol,Pfam,GOBiologicalProcess,SqrtOmega,logNumGOterms,Omega
7432,NM_001144925_1,-0.119857628,1.078775858,1.926619788,0.837012824,0.78599906,0.388335836,"7269. Homo sapiens MX dynamin like GTPase 1 (MX1), transcript variant 1, mRNA",0.0572594,0.035179187,1.627649903,MX1,PF00350; PF01031; PF02212,GO:0006915 [Name: apoptotic process]; GO:0051607 [Name: defense response to virus]; GO:0034340 [Name: response to type I interferon]; GO:0060337 [Name: type I interferon signaling pathway]; GO:0009615 [Name: response to virus]; GO:0007165 [Name: signal transduction]; GO:0045071 [Name: negative regulation of viral genome replication]; GO:0045087 [Name: innate immune response]; GO:0006952 [Name: defense response],0.55404972,2.302585093,0.306971092
7447,NM_000062_1,-0.025912018,0.402071977,1.787409178,0.255400498,0.251436113,0.392527554,"48. Homo sapiens serpin family G member 1 (SERPING1), transcript variant 1, mRNA",0.0573696,0.034530025,1.661441043,SERPING1,PF00079,GO:0008015 [Name: blood circulation]; GO:0010951 [Name: negative regulation of endopeptidase activity]; GO:0007568 [Name: aging]; GO:0006958 [Name: complement activation. classical pathway]; GO:0045087 [Name: innate immune response]; GO:0001869 [Name: negative regulation of complement activation. lectin pathway]; GO:0042730 [Name: fibrinolysis]; GO:0002576 [Name: platelet degranulation]; GO:0007597 [Name: blood coagulation. intrinsic pathway],0.553461004,2.302585093,0.306319083
7531,NM_020393_1,0.782622136,0.474208486,1.881709111,0.191593253,0.534546316,0.363111431,"35183. Homo sapiens peptidoglycan recognition protein 4 (PGLYRP4), mRNA",0.0454296,0.027622262,1.644673445,PGLYRP4,PF01510,GO:0050830 [Name: defense response to Gram-positive bacterium]; GO:0009253 [Name: peptidoglycan catabolic process]; GO:0016045 [Name: detection of bacterium]; GO:0045087 [Name: innate immune response]; GO:0002221 [Name: pattern recognition receptor signaling pathway],0.550490244,1.791759469,0.303039509
7548,NM_005242_1,-0.412819397,-0.857362644,0.582079468,0.504825227,0.543707551,0.40963541,"29171. Homo sapiens F2R like trypsin receptor 1 (F2RL1), mRNA",0.035587,0.021685501,1.64105038,F2RL1,PF00001,GO:0007186 [Name: G-protein coupled receptor signaling pathway]; GO:0007204 [Name: positive regulation of cytosolic calcium ion concentration]; GO:0031274 [Name: positive regulation of pseudopodium assembly]; GO:0045087 [Name: innate immune response]; GO:0050702 [Name: interleukin-1 beta secretion]; GO:0050900 [Name: leukocyte migration]; GO:0050927 [Name: positive regulation of positive chemotaxis]; GO:0002690 [Name: positive regulation of leukocyte chemotaxis]; GO:0002741 [Name: positive regulation of cytokine secretion involved in immune response]; GO:0034140 [Name: negative regulation of toll-like receptor 3 signaling pathway]; GO:0061028 [Name: establishment of endothelial barrier]; GO:0090198 [Name: negative regulation of chemokine secretion]; GO:0030836 [Name: positive regulation of actin filament depolymerization]; GO:0042119 [Name: neutrophil activation]; GO:1900135 [Name: positive regulation of renin secretion into blood stream]; GO:0070374 [Name: positive regulation of ERK1 and ERK2 cascade]; GO:0060100 [Name: positive regulation of phagocytosis. engulfment]; GO:0034137 [Name: positive regulation of toll-like receptor 2 signaling pathway]; GO:2000484 [Name: positive regulation of interleukin-8 secretion]; GO:0014068 [Name: positive regulation of phosphatidylinositol 3-kinase signaling]; GO:0045909 [Name: positive regulation of vasodilation]; GO:0046328 [Name: regulation of JNK cascade]; GO:0050921 [Name: positive regulation of chemotaxis]; GO:0070493 [Name: thrombin receptor signaling pathway]; GO:0072643 [Name: interferon-gamma secretion]; GO:0003104 [Name: positive regulation of glomerular filtration]; GO:0043122 [Name: regulation of I-kappaB kinase/NF-kappaB signaling]; GO:2000778 [Name: positive regulation of interleukin-6 secretion]; GO:0070661 [Name: leukocyte proliferation]; GO:0006954 [Name: inflammatory response]; GO:0030193 [Name: regulation of blood coagulation]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0051607 [Name: defense response to virus]; GO:0070963 [Name: positive regulation of neutrophil mediated killing of gram-negative bacterium]; GO:0072608 [Name: interleukin-10 secretion]; GO:0090195 [Name: chemokine secretion]; GO:0034141 [Name: positive regulation of toll-like receptor 3 signaling pathway]; GO:0034145 [Name: positive regulation of toll-like receptor 4 signaling pathway]; GO:0010804 [Name: negative regulation of tumor necrosis factor-mediated signaling pathway]; GO:0035025 [Name: positive regulation of Rho protein signal transduction]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0046329 [Name: negative regulation of JNK cascade]; GO:0046330 [Name: positive regulation of JNK cascade]; GO:0002286 [Name: T cell activation involved in immune response]; GO:0007596 [Name: blood coagulation]; GO:0030335 [Name: positive regulation of cell migration]; GO:0032930 [Name: positive regulation of superoxide anion generation]; GO:0043311 [Name: positive regulation of eosinophil degranulation]; GO:0097029 [Name: mature conventional dendritic cell differentiation]; GO:0035926 [Name: chemokine (C-C motif) ligand 2 secretion],0.549883193,3.931825633,0.302371526
7571,NM_003821_1,0.046988873,-1.271477767,0.810212586,0.516871119,0.723542244,0.400848549,"27865. Homo sapiens receptor interacting serine/threonine kinase 2 (RIPK2), mRNA",0.0271653,0.016756635,1.621166824,RIPK2,PF07714; PF00619,GO:0031663 [Name: lipopolysaccharide-mediated signaling pathway]; GO:0071225 [Name: cellular response to muramyl dipeptide]; GO:0007249 [Name: I-kappaB kinase/NF-kappaB signaling]; GO:0010800 [Name: positive regulation of peptidyl-threonine phosphorylation]; GO:0032735 [Name: positive regulation of interleukin-12 production]; GO:0032755 [Name: positive regulation of interleukin-6 production]; GO:0033091 [Name: positive regulation of immature T cell proliferation]; GO:0045627 [Name: positive regulation of T-helper 1 cell differentiation]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0070431 [Name: nucleotide-binding oligomerization domain containing 2 signaling pathway]; GO:1904417 [Name: positive regulation of xenophagy]; GO:0006954 [Name: inflammatory response]; GO:0031398 [Name: positive regulation of protein ubiquitination]; GO:0033138 [Name: positive regulation of peptidyl-serine phosphorylation]; GO:0050731 [Name: positive regulation of peptidyl-tyrosine phosphorylation]; GO:0050830 [Name: defense response to Gram-positive bacterium]; GO:0070423 [Name: nucleotide-binding oligomerization domain containing signaling pathway]; GO:0071223 [Name: cellular response to lipoteichoic acid]; GO:0007254 [Name: JNK cascade]; GO:0034142 [Name: toll-like receptor 4 signaling pathway]; GO:0046330 [Name: positive regulation of JNK cascade]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0070374 [Name: positive regulation of ERK1 and ERK2 cascade]; GO:0002250 [Name: adaptive immune response]; GO:0032743 [Name: positive regulation of interleukin-2 production]; GO:0046641 [Name: positive regulation of alpha-beta T cell proliferation]; GO:0050852 [Name: T cell receptor signaling pathway]; GO:0070427 [Name: nucleotide-binding oligomerization domain containing 1 signaling pathway]; GO:0070671 [Name: response to interleukin-12]; GO:0071224 [Name: cellular response to peptidoglycan]; GO:0000187 [Name: activation of MAPK activity]; GO:0001961 [Name: positive regulation of cytokine-mediated signaling pathway]; GO:0032722 [Name: positive regulation of chemokine production]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0043330 [Name: response to exogenous dsRNA]; GO:0007165 [Name: signal transduction]; GO:0032727 [Name: positive regulation of interferon-alpha production]; GO:0032728 [Name: positive regulation of interferon-beta production]; GO:0032760 [Name: positive regulation of tumor necrosis factor production]; GO:0034134 [Name: toll-like receptor 2 signaling pathway]; GO:0042098 [Name: T cell proliferation]; GO:0070673 [Name: response to interleukin-18]; GO:0006915 [Name: apoptotic process]; GO:0018108 [Name: peptidyl-tyrosine phosphorylation]; GO:0032729 [Name: positive regulation of interferon-gamma production]; GO:0043065 [Name: positive regulation of apoptotic process]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0045087 [Name: innate immune response]; GO:0070555 [Name: response to interleukin-1],0.549068755,3.912023005,0.301476498
7667,NM_001275_1,1.500954562,-2.198412063,1.86940613,1.392751733,0.053622433,0.365002895,"14735. Homo sapiens chromogranin A (CHGA), transcript variant 1, mRNA",0.0464132,0.029480202,1.574385401,CHGA,PF01271,GO:0006996 [Name: organelle organization]; GO:0043303 [Name: mast cell degranulation]; GO:0045087 [Name: innate immune response]; GO:0050829 [Name: defense response to Gram-negative bacterium]; GO:0050830 [Name: defense response to Gram-positive bacterium]; GO:2000707 [Name: positive regulation of dense core granule biogenesis]; GO:0042698 [Name: ovulation cycle]; GO:0060452 [Name: positive regulation of cardiac muscle contraction]; GO:0033604 [Name: negative regulation of catecholamine secretion]; GO:1901899 [Name: positive regulation of relaxation of cardiac muscle]; GO:0086030 [Name: adrenergic receptor signaling pathway involved in cardiac muscle relaxation]; GO:0045576 [Name: mast cell activation]; GO:1900738 [Name: positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway]; GO:1901215 [Name: negative regulation of neuron death]; GO:0008217 [Name: regulation of blood pressure]; GO:0031640 [Name: killing of cells of other organism]; GO:0050832 [Name: defense response to fungus]; GO:0030816 [Name: positive regulation of cAMP metabolic process]; GO:0002026 [Name: regulation of the force of heart contraction]; GO:0032762 [Name: mast cell cytokine production]; GO:0002551 [Name: mast cell chemotaxis]; GO:0045908 [Name: negative regulation of vasodilation],0.54579966,3.135494216,0.297897269
7745,NM_000505_1,1.784115576,0.36693247,2.934939932,0.309161945,0.564070216,0.345693187,"474. Homo sapiens coagulation factor XII (F12), mRNA",0.043834,0.026786257,1.63643616,F12,PF00051; PF00008; PF00040; PF00089; PF00039,GO:0002353 [Name: plasma kallikrein-kinin cascade]; GO:0042730 [Name: fibrinolysis]; GO:0002542 [Name: Factor XII activation]; GO:0051919 [Name: positive regulation of fibrinolysis]; GO:0010756 [Name: positive regulation of plasminogen activation]; GO:0030194 [Name: positive regulation of blood coagulation]; GO:0051788 [Name: response to misfolded protein]; GO:0007597 [Name: blood coagulation. intrinsic pathway]; GO:0016540 [Name: protein autoprocessing]; GO:0031638 [Name: zymogen activation]; GO:0016485 [Name: protein processing]; GO:0045087 [Name: innate immune response],0.542511369,2.564949357,0.294318585
7750,NM_001275_2,0.359250584,-2.196263982,0.910886753,1.081079373,0.184284156,0.397193691,"14735. Homo sapiens chromogranin A (CHGA), transcript variant 1, mRNA",0.0456522,0.029901692,1.526743046,CHGA,PF01271,GO:0006996 [Name: organelle organization]; GO:0043303 [Name: mast cell degranulation]; GO:0045087 [Name: innate immune response]; GO:0050829 [Name: defense response to Gram-negative bacterium]; GO:0050830 [Name: defense response to Gram-positive bacterium]; GO:2000707 [Name: positive regulation of dense core granule biogenesis]; GO:0033604 [Name: negative regulation of catecholamine secretion]; GO:0042698 [Name: ovulation cycle]; GO:0060452 [Name: positive regulation of cardiac muscle contraction]; GO:0086030 [Name: adrenergic receptor signaling pathway involved in cardiac muscle relaxation]; GO:1901899 [Name: positive regulation of relaxation of cardiac muscle]; GO:0045576 [Name: mast cell activation]; GO:1900738 [Name: positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway]; GO:1901215 [Name: negative regulation of neuron death]; GO:0008217 [Name: regulation of blood pressure]; GO:0030816 [Name: positive regulation of cAMP metabolic process]; GO:0031640 [Name: killing of cells of other organism]; GO:0050832 [Name: defense response to fungus]; GO:0002026 [Name: regulation of the force of heart contraction]; GO:0032762 [Name: mast cell cytokine production]; GO:0002551 [Name: mast cell chemotaxis]; GO:0045908 [Name: negative regulation of vasodilation],0.54234815,3.135494216,0.294141516
7754,NM_002447_1,-1.248326529,-0.028382898,1.414966497,1.435071878,0.877117109,0.438510056,"26583. Homo sapiens macrophage stimulating 1 receptor (MST1R), transcript variant 1, mRNA",0.0407207,0.026420364,1.541261861,MST1R,PF07714; PF01403; PF01833,GO:0006952 [Name: defense response]; GO:0006928 [Name: movement of cell or subcellular component]; GO:0018108 [Name: peptidyl-tyrosine phosphorylation]; GO:0043406 [Name: positive regulation of MAP kinase activity]; GO:0048012 [Name: hepatocyte growth factor receptor signaling pathway]; GO:0051897 [Name: positive regulation of protein kinase B signaling]; GO:0038145 [Name: macrophage colony-stimulating factor signaling pathway]; GO:0007338 [Name: single fertilization]; GO:0007165 [Name: signal transduction]; GO:0009615 [Name: response to virus]; GO:0008284 [Name: positive regulation of cell proliferation]; GO:0045087 [Name: innate immune response],0.542072878,2.564949357,0.293843005
7797,NM_178174_1,-0.237341221,-1.994096377,0.324625797,0.506320276,0.274833118,0.416182001,"42272. Homo sapiens triggering receptor expressed on myeloid cells like 1 (TREML1), transcript variant 1, mRNA",0.0374984,0.019598574,1.913322839,TREML1,PF07686,GO:0030168 [Name: platelet activation]; GO:0045087 [Name: innate immune response]; GO:0050776 [Name: regulation of immune response],0.540319367,1.386294361,0.291945018
7811,NM_182919_1,2.165451744,5.490263925,5.053342457,0.86042556,0.687386005,0.350058953,"42974. Homo sapiens toll like receptor adaptor molecule 1 (TICAM1), mRNA",0.0717554,0.044331653,1.618604194,TICAM1,PF12721,GO:0032760 [Name: positive regulation of tumor necrosis factor production]; GO:0034128 [Name: negative regulation of MyD88-independent toll-like receptor signaling pathway]; GO:0045359 [Name: positive regulation of interferon-beta biosynthetic process]; GO:0070266 [Name: necroptotic process]; GO:0002756 [Name: MyD88-independent toll-like receptor signaling pathway]; GO:0031663 [Name: lipopolysaccharide-mediated signaling pathway]; GO:0032755 [Name: positive regulation of interleukin-6 production]; GO:0045080 [Name: positive regulation of chemokine biosynthetic process]; GO:0045087 [Name: innate immune response]; GO:0030890 [Name: positive regulation of B cell proliferation]; GO:0032092 [Name: positive regulation of protein binding]; GO:0043330 [Name: response to exogenous dsRNA]; GO:0002281 [Name: macrophage activation involved in immune response]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0051607 [Name: defense response to virus]; GO:0097190 [Name: apoptotic signaling pathway]; GO:0006954 [Name: inflammatory response]; GO:0007249 [Name: I-kappaB kinase/NF-kappaB signaling]; GO:0031398 [Name: positive regulation of protein ubiquitination]; GO:0043496 [Name: regulation of protein homodimerization activity]; GO:0032816 [Name: positive regulation of natural killer cell activation]; GO:0035666 [Name: TRIF-dependent toll-like receptor signaling pathway]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0045429 [Name: positive regulation of nitric oxide biosynthetic process],0.539945121,3.218875825,0.291540733
7886,NM_006510_5,0.593753296,-2.247264754,0.178918499,0.06893825,0.219768059,0.389993626,"30338. Homo sapiens tripartite motif containing 27 (TRIM27), mRNA",0.0190275,0.010539956,1.805273179,TRIM27,PF00643; PF00622; PF13765,GO:0070206 [Name: protein trimerization]; GO:0006469 [Name: negative regulation of protein kinase activity]; GO:0007283 [Name: spermatogenesis]; GO:0042147 [Name: retrograde transport. endosome to Golgi]; GO:0051127 [Name: positive regulation of actin nucleation]; GO:1902187 [Name: negative regulation of viral release from host cell]; GO:0090281 [Name: negative regulation of calcium ion import]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0006351 [Name: transcription. DNA-templated]; GO:0032897 [Name: negative regulation of viral transcription]; GO:0070534 [Name: protein K63-linked ubiquitination]; GO:0072643 [Name: interferon-gamma secretion]; GO:0045087 [Name: innate immune response]; GO:0045814 [Name: negative regulation of gene expression. epigenetic]; GO:0002820 [Name: negative regulation of adaptive immune response]; GO:0032720 [Name: negative regulation of tumor necrosis factor production]; GO:1900041 [Name: negative regulation of interleukin-2 secretion]; GO:0008283 [Name: cell proliferation]; GO:0018108 [Name: peptidyl-tyrosine phosphorylation]; GO:0034314 [Name: Arp2/3 complex-mediated actin nucleation]; GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity],0.536644958,3.091042453,0.287987811
7951,NM_021649_1,0.824604635,-0.39012831,0.915323155,-1.003854362,-0.034716872,0.370318722,"35821. Homo sapiens toll like receptor adaptor molecule 2 (TICAM2), mRNA",0.0352515,0.020209637,1.744291587,TICAM2,PF13676,GO:0007249 [Name: I-kappaB kinase/NF-kappaB signaling]; GO:0045087 [Name: innate immune response]; GO:0070671 [Name: response to interleukin-12]; GO:0002756 [Name: MyD88-independent toll-like receptor signaling pathway]; GO:0006954 [Name: inflammatory response]; GO:0032755 [Name: positive regulation of interleukin-6 production]; GO:0071651 [Name: positive regulation of chemokine (C-C motif) ligand 5 production]; GO:0035666 [Name: TRIF-dependent toll-like receptor signaling pathway]; GO:0035669 [Name: TRAM-dependent toll-like receptor 4 signaling pathway]; GO:2000494 [Name: positive regulation of interleukin-18-mediated signaling pathway]; GO:0034128 [Name: negative regulation of MyD88-independent toll-like receptor signaling pathway]; GO:0071222 [Name: cellular response to lipopolysaccharide]; GO:0032729 [Name: positive regulation of interferon-gamma production]; GO:0070266 [Name: necroptotic process]; GO:0034142 [Name: toll-like receptor 4 signaling pathway]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0097190 [Name: apoptotic signaling pathway]; GO:0034145 [Name: positive regulation of toll-like receptor 4 signaling pathway],0.534506838,2.944438979,0.285697559
8056,NM_013258_1,1.405089573,-0.165369645,2.031672074,-0.691508906,-1.709745487,0.349735302,"31484. Homo sapiens PYD and CARD domain containing (PYCARD), transcript variant 1, mRNA",0.0591337,0.033791058,1.749980726,PYCARD,PF00619; PF02758,GO:0006915 [Name: apoptotic process]; GO:0006919 [Name: activation of cysteine-type endopeptidase activity involved in apoptotic process]; GO:0032760 [Name: positive regulation of tumor necrosis factor production]; GO:0043065 [Name: positive regulation of apoptotic process]; GO:0046330 [Name: positive regulation of JNK cascade]; GO:0002218 [Name: activation of innate immune response]; GO:0010803 [Name: regulation of tumor necrosis factor-mediated signaling pathway]; GO:0031647 [Name: regulation of protein stability]; GO:0042771 [Name: intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator]; GO:0050766 [Name: positive regulation of phagocytosis]; GO:0050829 [Name: defense response to Gram-negative bacterium]; GO:0071222 [Name: cellular response to lipopolysaccharide]; GO:0070374 [Name: positive regulation of ERK1 and ERK2 cascade]; GO:0071356 [Name: cellular response to tumor necrosis factor]; GO:0090197 [Name: positive regulation of chemokine secretion]; GO:2001181 [Name: positive regulation of interleukin-10 secretion]; GO:2001242 [Name: regulation of intrinsic apoptotic signaling pathway]; GO:0032729 [Name: positive regulation of interferon-gamma production]; GO:0050718 [Name: positive regulation of interleukin-1 beta secretion]; GO:0051607 [Name: defense response to virus]; GO:0090200 [Name: positive regulation of release of cytochrome c from mitochondria]; GO:2001056 [Name: positive regulation of cysteine-type endopeptidase activity]; GO:0007165 [Name: signal transduction]; GO:0043280 [Name: positive regulation of cysteine-type endopeptidase activity involved in apoptotic process]; GO:2001238 [Name: positive regulation of extrinsic apoptotic signaling pathway]; GO:0001773 [Name: myeloid dendritic cell activation]; GO:0002821 [Name: positive regulation of adaptive immune response]; GO:0006954 [Name: inflammatory response]; GO:0030838 [Name: positive regulation of actin filament polymerization]; GO:0032088 [Name: negative regulation of NF-kappaB transcription factor activity]; GO:0032755 [Name: positive regulation of interleukin-6 production]; GO:0043124 [Name: negative regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0044351 [Name: macropinocytosis]; GO:0045087 [Name: innate immune response]; GO:0071901 [Name: negative regulation of protein serine/threonine kinase activity]; GO:2000406 [Name: positive regulation of T cell migration]; GO:2000484 [Name: positive regulation of interleukin-8 secretion]; GO:0032688 [Name: negative regulation of interferon-beta production]; GO:0033209 [Name: tumor necrosis factor-mediated signaling pathway]; GO:0042104 [Name: positive regulation of activated T cell proliferation]; GO:0002277 [Name: myeloid dendritic cell activation involved in immune response]; GO:0002588 [Name: positive regulation of antigen processing and presentation of peptide antigen via MHC class II]; GO:0050870 [Name: positive regulation of T cell activation]; GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0071347 [Name: cellular response to interleukin-1]; GO:0072332 [Name: intrinsic apoptotic signaling pathway by p53 class mediator]; GO:2000778 [Name: positive regulation of interleukin-6 secretion],0.530437013,3.891820298,0.281363424
8111,NM_004031_2,0.096342706,2.543292743,2.365511694,-0.88387867,0.276538203,0.389729969,"28049. Homo sapiens interferon regulatory factor 7 (IRF7), transcript variant d, mRNA",0.0599913,0.038686704,1.55069556,IRF7,PF00605; PF10401,GO:0032607 [Name: interferon-alpha production]; GO:0032727 [Name: positive regulation of interferon-alpha production]; GO:0034127 [Name: regulation of MyD88-independent toll-like receptor signaling pathway]; GO:0035666 [Name: TRIF-dependent toll-like receptor signaling pathway]; GO:0045655 [Name: regulation of monocyte differentiation]; GO:0045893 [Name: positive regulation of transcription. DNA-templated]; GO:0006366 [Name: transcription from RNA polymerase II promoter]; GO:0009615 [Name: response to virus]; GO:0032608 [Name: interferon-beta production]; GO:0060340 [Name: positive regulation of type I interferon-mediated signaling pathway]; GO:2000110 [Name: negative regulation of macrophage apoptotic process]; GO:0002819 [Name: regulation of adaptive immune response]; GO:0032728 [Name: positive regulation of interferon-beta production]; GO:0050776 [Name: regulation of immune response]; GO:0039530 [Name: MDA-5 signaling pathway]; GO:0060337 [Name: type I interferon signaling pathway]; GO:0034124 [Name: regulation of MyD88-dependent toll-like receptor signaling pathway]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0016064 [Name: immunoglobulin mediated immune response]; GO:0032479 [Name: regulation of type I interferon production]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0045351 [Name: type I interferon biosynthetic process]; GO:0006974 [Name: cellular response to DNA damage stimulus]; GO:0032481 [Name: positive regulation of type I interferon production]; GO:0045087 [Name: innate immune response]; GO:0019043 [Name: establishment of viral latency],0.528374357,3.33220451,0.279179461
8152,NM_172140_1,1.250803402,2.67902573,2.317655506,-0.875195791,-0.582264782,0.340810385,"41463. Homo sapiens interferon lambda 1 (IFNL1), mRNA",0.0841855,0.049874433,1.68794901,IFNL1,PF15177,GO:0032729 [Name: positive regulation of interferon-gamma production]; GO:0043381 [Name: negative regulation of memory T cell differentiation]; GO:0051607 [Name: defense response to virus]; GO:0008285 [Name: negative regulation of cell proliferation]; GO:0007259 [Name: JAK-STAT cascade]; GO:0032696 [Name: negative regulation of interleukin-13 production]; GO:0032714 [Name: negative regulation of interleukin-5 production]; GO:0042531 [Name: positive regulation of tyrosine phosphorylation of STAT protein]; GO:0045892 [Name: negative regulation of transcription. DNA-templated]; GO:0046427 [Name: positive regulation of JAK-STAT cascade]; GO:0045893 [Name: positive regulation of transcription. DNA-templated]; GO:0050778 [Name: positive regulation of immune response]; GO:0045345 [Name: positive regulation of MHC class I biosynthetic process]; GO:0002829 [Name: negative regulation of type 2 immune response]; GO:0045087 [Name: innate immune response]; GO:0045581 [Name: negative regulation of T cell differentiation],0.527125402,2.833213344,0.277861189
8172,NM_001002029_2,-2.586485476,2.799942971,0.789565273,0.467820835,1.521823514,0.481433577,"1131. Homo sapiens complement C4B (Chido blood group) (C4B), mRNA",0.036028,0.025246997,1.427021221,C4B,PF00207; PF07703; PF10569; PF01835; PF07677; PF01821; PF01759; PF07678,GO:0010951 [Name: negative regulation of endopeptidase activity]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0006954 [Name: inflammatory response]; GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0008228 [Name: opsonization]; GO:0006956 [Name: complement activation]; GO:0006958 [Name: complement activation. classical pathway]; GO:0032490 [Name: detection of molecule of bacterial origin]; GO:0030449 [Name: regulation of complement activation],0.526377089,2.397895273,0.27707284
8206,NM_006725_1,0.696172664,-0.690483599,2.434107202,0.967583528,0.259044731,0.381119114,"30531. Homo sapiens CD6 molecule (CD6), transcript variant 1, mRNA",0.0477298,0.029525843,1.616543199,CD6,PF00530,GO:0002438 [Name: acute inflammatory response to antigenic stimulus]; GO:1900017 [Name: positive regulation of cytokine production involved in inflammatory response]; GO:0007157 [Name: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules]; GO:0042102 [Name: positive regulation of T cell proliferation]; GO:0045087 [Name: innate immune response]; GO:0002250 [Name: adaptive immune response]; GO:0031663 [Name: lipopolysaccharide-mediated signaling pathway]; GO:0006898 [Name: receptor-mediated endocytosis]; GO:0032496 [Name: response to lipopolysaccharide]; GO:0001771 [Name: immunological synapse formation],0.525069549,2.397895273,0.275698031
8299,NM_052828_5,0.280298183,-1.519527587,0.707804766,0.191132501,0.211673256,0.393524876,"38637. Homo sapiens tripartite motif containing 10 (TRIM10), transcript variant 2, mRNA",0.0364789,0.024929229,1.463298361,TRIM10,PF00622; PF00643; PF13765,GO:0045087 [Name: innate immune response]; GO:0030218 [Name: erythrocyte differentiation]; GO:0008150 [Name: biological_process]; GO:0046597 [Name: negative regulation of viral entry into host cell],0.521388902,1.609437912,0.271846387
8300,NM_052828_8,0.280298183,-1.519527587,0.707804766,0.191132501,0.211673256,0.393524876,"38637. Homo sapiens tripartite motif containing 10 (TRIM10), transcript variant 2, mRNA",0.0364789,0.024929229,1.463298361,TRIM10,PF00622; PF00643; PF13765,GO:0045087 [Name: innate immune response]; GO:0030218 [Name: erythrocyte differentiation]; GO:0008150 [Name: biological_process]; GO:0046597 [Name: negative regulation of viral entry into host cell],0.521388902,1.609437912,0.271846387
8301,NM_052828_6,0.280298183,-1.519527587,0.707804766,0.191132501,0.211673256,0.393524876,"38637. Homo sapiens tripartite motif containing 10 (TRIM10), transcript variant 2, mRNA",0.0364789,0.024929229,1.463298361,TRIM10,PF00622; PF00643; PF13765,GO:0045087 [Name: innate immune response]; GO:0030218 [Name: erythrocyte differentiation]; GO:0008150 [Name: biological_process]; GO:0046597 [Name: negative regulation of viral entry into host cell],0.521388662,1.609437912,0.271846137
8302,NM_052828_7,0.280298183,-1.519527587,0.707804766,0.191132501,0.211673256,0.393524876,"38637. Homo sapiens tripartite motif containing 10 (TRIM10), transcript variant 2, mRNA",0.0364789,0.024929229,1.463298361,TRIM10,PF00622; PF00643; PF13765,GO:0045087 [Name: innate immune response]; GO:0030218 [Name: erythrocyte differentiation]; GO:0008150 [Name: biological_process]; GO:0046597 [Name: negative regulation of viral entry into host cell],0.521388662,1.609437912,0.271846137
8303,NM_052828_2,0.280298183,-1.519527587,0.707804766,0.191132501,0.211673256,0.393524876,"38637. Homo sapiens tripartite motif containing 10 (TRIM10), transcript variant 2, mRNA",0.0364789,0.024929229,1.463298361,TRIM10,PF00622; PF00643; PF13765,GO:0045087 [Name: innate immune response]; GO:0030218 [Name: erythrocyte differentiation]; GO:0008150 [Name: biological_process]; GO:0046597 [Name: negative regulation of viral entry into host cell],0.521388643,1.609437912,0.271846117
8304,NM_052828_3,0.280298183,-1.519527587,0.707804766,0.191132501,0.211673256,0.393524876,"38637. Homo sapiens tripartite motif containing 10 (TRIM10), transcript variant 2, mRNA",0.0364789,0.024929229,1.463298361,TRIM10,PF00622; PF00643; PF13765,GO:0045087 [Name: innate immune response]; GO:0030218 [Name: erythrocyte differentiation]; GO:0008150 [Name: biological_process]; GO:0046597 [Name: negative regulation of viral entry into host cell],0.521388643,1.609437912,0.271846117
8305,NM_052828_4,0.280298183,-1.519527587,0.707804766,0.191132501,0.211673256,0.393524876,"38637. Homo sapiens tripartite motif containing 10 (TRIM10), transcript variant 2, mRNA",0.0364789,0.024929229,1.463298361,TRIM10,PF00622; PF00643; PF13765,GO:0045087 [Name: innate immune response]; GO:0030218 [Name: erythrocyte differentiation]; GO:0008150 [Name: biological_process]; GO:0046597 [Name: negative regulation of viral entry into host cell],0.521388643,1.609437912,0.271846117
